Index,Sample Name,Sample Type,Component Name,Component Type,IS Name,Component Group Name,Actual Concentration,Expected RT,Area,IS Area,Retention Time,Retention Time Delta (min),Used,Calculated Concentration,Accuracy,Precursor Mass,Accuracy Acceptance  ,Concentration Acceptance  ,Reportable
10252,LY-8,Unknown,INDOLE-3-CARBOXYLIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.58,7.01E+05,N/A,1.58,0,TRUE,<2 points,N/A,160,,,TRUE
10253,LY-8,Unknown,INDOLEACRYLIC ACID_neg_2,Quantifiers,(No IS),,N/A,11.16,7.50E+04,N/A,11.29,0.13,TRUE,<2 points,N/A,186,,,TRUE
10254,LY-8,Unknown,2-ISOPROPYLMALIC ACID_neg_2,Quantifiers,(No IS),,N/A,1.97,1.72E+04,N/A,1.91,0.06,TRUE,<2 points,N/A,174.9,,,TRUE
10255,LY-8,Unknown,(R)-LIPOIC ACID_neg_1,Quantifiers,(No IS),,N/A,6.26,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,205,,,TRUE
10256,LY-8,Unknown,MESACONIC ACID_neg_1,Quantifiers,(No IS),,N/A,2.1,3.06E+05,N/A,2.25,0.15,TRUE,<2 points,N/A,129,,,TRUE
10257,LY-8,Unknown,PHENYLPROPIOLIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.57,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,144.9,,,TRUE
10258,LY-8,Unknown,TETRADECANEDIOIC ACID_neg_2,Quantifiers,(No IS),,N/A,14.2,1.84E+05,N/A,14.2,0,TRUE,<2 points,N/A,257.1,,,TRUE
10259,LY-8,Unknown,ACADESINE_neg_2,Quantifiers,(No IS),,N/A,2.75,3.68E+04,N/A,2.63,0.12,TRUE,<2 points,N/A,257,,,TRUE
10260,LY-8,Unknown,ACETOACETYL-COA_neg_1,Quantifiers,(No IS),,N/A,4.9,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,850.138,,,TRUE
10261,LY-8,Unknown,ACETYL-COA_neg_1,Quantifiers,(No IS),,N/A,11.74,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,808.127,,,TRUE
10262,LY-8,Unknown,ADENOSINE PHOSPHOSULFATE_neg_2,Quantifiers,(No IS),,N/A,13.76,4.67E+02,N/A,13.61,0.15,TRUE,<2 points,N/A,426.016,,,TRUE
10263,LY-8,Unknown,BUTYRYL-COA_neg_2,Quantifiers,(No IS),,N/A,1.67,5.13E+05,N/A,1.75,0.08,TRUE,<2 points,N/A,836.159,,,TRUE
10264,LY-8,Unknown,CHOLESTERYL SULFATE_neg_2,Quantifiers,(No IS),,N/A,14.91,1.16E+08,N/A,14.89,0.02,TRUE,<2 points,N/A,465.2,,,TRUE
10265,LY-8,Unknown,DEOXYRIBOSE 5-PHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,1.67,2.19E+04,N/A,1.78,0.11,TRUE,<2 points,N/A,213,,,TRUE
10266,LY-8,Unknown,DEPHOSPHO-COA_neg_2,Quantifiers,(No IS),,N/A,10.84,9.55E+02,N/A,11.1,0.26,TRUE,<2 points,N/A,686,,,TRUE
10267,LY-8,Unknown,D-Erythrose 4-phosphate_neg_2,Quantifiers,(No IS),,N/A,1.75,5.05E+04,N/A,1.87,0.12,TRUE,<2 points,N/A,199,,,TRUE
10268,LY-8,Unknown,SYMMETRIC DIMETHYLARGININE_neg_2,Quantifiers,(No IS),,N/A,2.02,7.63E+02,N/A,1.9,0.12,TRUE,<2 points,N/A,200.9,,,TRUE
10269,LY-8,Unknown,D-SEDOHEPTULOSE 7-PHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.54,4.90E+06,N/A,1.58,0.04,TRUE,<2 points,N/A,288.9,,,TRUE
10270,LY-8,Unknown,dTTP_neg_1,Quantifiers,(No IS),,N/A,14.5,9.63E+06,N/A,14.45,0.05,TRUE,<2 points,N/A,480.9,,,TRUE
10271,LY-8,Unknown,FARNESYL PYROPHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,14.1,1.03E+04,N/A,14.06,0.04,TRUE,<2 points,N/A,381.3,,,TRUE
10272,LY-8,Unknown,dCTP_neg_1,Quantifiers,(No IS),,N/A,2.58,5.09E+02,N/A,2.69,0.11,TRUE,<2 points,N/A,466,,,TRUE
10273,LY-8,Unknown,dTDP_-HPO3_neg_4,Quantifiers,(No IS),,N/A,8.57,2.96E+03,N/A,8.67,0.1,TRUE,<2 points,N/A,321.2,,,TRUE
10274,LY-8,Unknown,dTDP_neg_2,Quantifiers,(No IS),,N/A,2.56,1.51E+03,N/A,2.66,0.1,TRUE,<2 points,N/A,401,,,TRUE
10275,LY-8,Unknown,OXIDIZED GLUTATHIONE_neg_1,Quantifiers,(No IS),,N/A,2.55,2.17E+04,N/A,2.48,0.07,TRUE,<2 points,N/A,611,,,TRUE
10276,LY-8,Unknown,HOMOCYSTEIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.72,1.87E+05,N/A,1.76,0.04,TRUE,<2 points,N/A,181.9,,,TRUE
10277,LY-8,Unknown,3-HYDROXY-3-METHYLGLUTARYL-COA_+2_neg_3,Quantifiers,(No IS),,N/A,14.63,3.87E+03,N/A,14.77,0.14,TRUE,<2 points,N/A,454.7,,,TRUE
10278,LY-8,Unknown,HYDROXYISOCAPROIC ACID_neg_2,Quantifiers,(No IS),,N/A,8.81,3.85E+03,N/A,8.85,0.04,TRUE,<2 points,N/A,131,,,TRUE
10279,LY-8,Unknown,ISOBUTYRYLGLYCINE_neg_2,Quantifiers,(No IS),,N/A,3.8,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,144,,,TRUE
10280,LY-8,Unknown,ISOVALERIC ACID_neg_1,Quantifiers,(No IS),,N/A,19.63,6.14E+06,N/A,19.7,0.07,TRUE,<2 points,N/A,101,,,TRUE
10281,LY-8,Unknown,MALONYL-COA_neg_2,Quantifiers,(No IS),,N/A,10.2,1.05E+03,N/A,10.36,0.16,TRUE,<2 points,N/A,852.117,,,TRUE
10282,LY-8,Unknown,2-HYDROXY-3-METHYLBUTYRIC ACID_neg_1,Quantifiers,(No IS),,N/A,7.44,1.16E+08,N/A,7.53,0.09,TRUE,<2 points,N/A,116.9,,,TRUE
10283,LY-8,Unknown,METHYL PHENYLACETATE_neg_3,Quantifiers,(No IS),,N/A,19.61,5.90E+05,N/A,19.66,0.05,TRUE,<2 points,N/A,149,,,TRUE
10284,LY-8,Unknown,N-ACETYL-GLUCOSAMINE 1-PHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,2.76,3.25E+04,N/A,2.59,0.17,TRUE,<2 points,N/A,299.9,,,TRUE
10285,LY-8,Unknown,N-ACETYLGLUTAMINE_neg_1,Quantifiers,(No IS),,N/A,2.2,1.44E+04,N/A,2.17,0.03,TRUE,<2 points,N/A,187,,,TRUE
10286,LY-8,Unknown,UREIDOPROPIONIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.78,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,130.9,,,TRUE
10287,LY-8,Unknown,N-GLYCYL-L-PROLINE_neg_3,Quantifiers,(No IS),,N/A,1.98,1.59E+05,N/A,2.07,0.09,TRUE,<2 points,N/A,171,,,TRUE
10288,LY-8,Unknown,PHENYLLACTIC ACID_neg_3,Quantifiers,(No IS),,N/A,10.53,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,165,,,TRUE
10289,LY-8,Unknown,PHENYLACETYL-L-GLUTAMINE_neg_2,Quantifiers,(No IS),,N/A,9.59,3.83E+04,N/A,9.7,0.11,TRUE,<2 points,N/A,263,,,TRUE
10290,LY-8,Unknown,PROPIONYL-COA_neg_1,Quantifiers,(No IS),,N/A,8.77,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,822.143,,,TRUE
10291,LY-8,Unknown,PYROPHOSPHATE_neg_3,Quantifiers,(No IS),,N/A,1.94,1.45E+04,N/A,2.27,0.33,TRUE,<2 points,N/A,176.9,,,TRUE
10292,LY-8,Unknown,URIDINE DIPHOSPHATE GLUCOSE_neg_2,Quantifiers,(No IS),,N/A,1.49,7.53E+03,N/A,1.46,0.03,TRUE,<2 points,N/A,564.9,,,TRUE
10293,LY-8,Unknown,METHYLSUCCINIC ACID_neg_2,Quantifiers,(No IS),,N/A,4.04,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,131,,,TRUE
10294,LY-8,Unknown,FLAVIN MONONUCLEOTIDE _neg_1,Quantifiers,(No IS),,N/A,1.7,3.60E+03,N/A,1.71,0.01,TRUE,<2 points,N/A,455.102,,,TRUE
10295,LY-8,Unknown,ARGININOSUCCINIC ACID_neg_2,Quantifiers,(No IS),,N/A,1.58,1.11E+06,N/A,1.57,0.01,TRUE,<2 points,N/A,288.9,,,TRUE
10296,LY-8,Unknown,L-2-HYDROXYGLUTARIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.76,3.46E+05,N/A,2,0.24,TRUE,<2 points,N/A,146.9,,,TRUE
10297,LY-8,Unknown,N-ACETYLORNITHINE_neg_3,Quantifiers,(No IS),,N/A,1.72,9.49E+05,N/A,1.74,0.02,TRUE,<2 points,N/A,172.9,,,TRUE
10298,LY-8,Unknown,RIBULOSE 5-PHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,1.86,1.98E+06,N/A,1.87,0.01,TRUE,<2 points,N/A,229.015,,,TRUE
10299,LY-8,Unknown,ATROLACTIC ACID_neg_2,Quantifiers,(No IS),,N/A,10.37,2.98E+04,N/A,10.31,0.06,TRUE,<2 points,N/A,164.9,,,TRUE
10300,LY-8,Unknown,2-DEOXYGLUCOSE-6-PHOSPHATE_neg_4,Quantifiers,(No IS),,N/A,1.75,7.50E+04,N/A,1.8,0.05,TRUE,<2 points,N/A,243,,,TRUE
10301,LY-8,Unknown,PALMITIC ACID_neg_1,Quantifiers,(No IS),,N/A,14.96,2.09E+07,N/A,14.93,0.03,TRUE,<2 points,N/A,255,,,TRUE
10302,LY-8,Unknown,UREIDOSUCCINIC ACID_neg_2,Quantifiers,(No IS),,N/A,2.22,3.17E+03,N/A,2.3,0.08,TRUE,<2 points,N/A,175,,,TRUE
10303,LY-8,Unknown,2-KETOHEXANOIC ACID_neg_1,Quantifiers,(No IS),,N/A,7.25,3.73E+04,N/A,7.23,0.02,TRUE,<2 points,N/A,129,,,TRUE
10304,LY-8,Unknown,3-HYDROXYBUTYRYL-CoA_-2_neg_4,Quantifiers,(No IS),,N/A,2.53,4.81E+02,N/A,2.81,0.28,TRUE,<2 points,N/A,425.8,,,TRUE
10305,LY-8,Unknown,4-HYDROXYBENZOATE_neg_1,Quantifiers,(No IS),,N/A,8.77,1.13E+05,N/A,8.59,0.18,TRUE,<2 points,N/A,137,,,TRUE
10306,LY-8,Unknown,XANTHURENIC ACID_neg_1,Quantifiers,(No IS),,N/A,8.96,1.36E+03,N/A,9.02,0.06,TRUE,<2 points,N/A,204,,,TRUE
10307,LY-8,Unknown,MELATONIN_neg_2,Quantifiers,(No IS),,N/A,3.56,2.96E+03,N/A,3.31,0.25,TRUE,<2 points,N/A,231,,,TRUE
10308,LY-8,Unknown,MALEIC ACID_neg_2,Quantifiers,(No IS),,N/A,2.29,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,115,,,TRUE
10309,LY-8,Unknown,"2,3-DIHYDROXYBENZOIC ACID_neg_1",Quantifiers,(No IS),,N/A,8.85,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,153,,,TRUE
10310,LY-8,Unknown,3-(4-HYDROXYPHENYL)PYRUVATE_neg_1,Quantifiers,(No IS),,N/A,2.07,5.39E+03,N/A,2.06,0.01,TRUE,<2 points,N/A,179,,,TRUE
10311,LY-8,Unknown,METHYLMALONATE_neg_1,Quantifiers,(No IS),,N/A,2.52,1.38E+05,N/A,2.41,0.11,TRUE,<2 points,N/A,117,,,TRUE
10312,LY-8,Unknown,HIPPURIC ACID_neg_2,Quantifiers,(No IS),,N/A,9.21,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,178,,,TRUE
10313,LY-8,Unknown,FUMARIC ACID_neg_1,Quantifiers,(No IS),,N/A,2.17,6.79E+03,N/A,1.98,0.19,TRUE,<2 points,N/A,115,,,TRUE
10314,LY-8,Unknown,4-AMINOBENZOIC ACID_neg_1,Quantifiers,(No IS),,N/A,13.67,5.53E+03,N/A,13.77,0.1,TRUE,<2 points,N/A,136,,,TRUE
10315,LY-8,Unknown,OXALACETIC ACID_neg_1,Quantifiers,(No IS),,N/A,4.03,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,131,,,TRUE
10316,LY-8,Unknown,3-METHYL-2-OXOVALERIC ACID_neg_1,Quantifiers,(No IS),,N/A,7.24,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,129,,,TRUE
10317,LY-8,Unknown,OXOGLUTARATE_neg_2,Quantifiers,(No IS),,N/A,19.61,4.11E+05,N/A,19.7,0.09,TRUE,<2 points,N/A,144.9,,,TRUE
10318,LY-8,Unknown,PYRUVIC ACID_neg_1,Quantifiers,(No IS),,N/A,2.03,1.31E+04,N/A,1.92,0.11,TRUE,<2 points,N/A,87,,,TRUE
10319,LY-8,Unknown,GERANYL-PP_neg_1,Quantifiers,(No IS),,N/A,1.94,1.46E+06,N/A,1.96,0.02,TRUE,<2 points,N/A,313,,,TRUE
10320,LY-8,Unknown,GERANYL-PP_-HPO3_neg_2,Quantifiers,(No IS),,N/A,1.64,8.53E+06,N/A,1.86,0.22,TRUE,<2 points,N/A,233.3,,,TRUE
10321,LY-8,Unknown,MEVALONIC ACID_neg_2,Quantifiers,(No IS),,N/A,2.08,9.44E+03,N/A,1.97,0.11,TRUE,<2 points,N/A,147,,,TRUE
10322,LY-8,Unknown,3-HYDROXYPHENYLACETIC ACID_neg_1,Quantifiers,(No IS),,N/A,9.77,5.88E+03,N/A,9.72,0.05,TRUE,<2 points,N/A,151,,,TRUE
10323,LY-8,Unknown,BIOTIN_neg_2,Quantifiers,(No IS),,N/A,2.62,2.42E+05,N/A,2.49,0.13,TRUE,<2 points,N/A,243,,,TRUE
10324,LY-8,Unknown,ACETOACETATE_neg_2,Quantifiers,(No IS),,N/A,1.98,7.26E+03,N/A,2.12,0.14,TRUE,<2 points,N/A,101,,,TRUE
10325,LY-8,Unknown,MYOINOSITOL_neg_3,Quantifiers,(No IS),,N/A,1.79,2.59E+04,N/A,1.8,0.01,TRUE,<2 points,N/A,179,,,TRUE
10326,LY-8,Unknown,ALPHA-D-GLUCOSE_neg_3,Quantifiers,(No IS),,N/A,2.04,6.10E+04,N/A,1.88,0.16,TRUE,<2 points,N/A,179,,,TRUE
10327,LY-8,Unknown,INDOLE_neg_2,Quantifiers,(No IS),,N/A,8.95,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,116,,,TRUE
10328,LY-8,Unknown,PHENYLPYRUVATE_neg_2,Quantifiers,(No IS),,N/A,8.69,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,163,,,TRUE
10329,LY-8,Unknown,HVA,Quantifiers,(No IS),,N/A,19.61,6.24E+05,N/A,19.67,0.06,TRUE,<2 points,N/A,181.1,,,TRUE
10330,LY-8,Unknown,VMA,Quantifiers,(No IS),,N/A,3.97,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,197,,,TRUE
10331,LY-8,Unknown,5HIAA,Quantifiers,(No IS),,N/A,10.03,3.91E+03,N/A,10.01,0.02,TRUE,<2 points,N/A,190.1,,,TRUE
10332,LY-8,Unknown,DOPAC,Quantifiers,(No IS),,N/A,2.06,9.35E+05,N/A,2.06,0,TRUE,<2 points,N/A,167.1,,,TRUE
10333,LY-9,Unknown,NAD_pos_2,Quantifiers,(No IS),,N/A,2.71,1.07E+03,N/A,2.56,0.15,TRUE,<2 points,N/A,664.2,,,TRUE
10334,LY-9,Unknown,GLUTAMINE_pos_1,Quantifiers,(No IS),,N/A,1.76,3.27E+05,N/A,1.74,0.02,TRUE,<2 points,N/A,147.1,,,TRUE
10335,LY-9,Unknown,INOSINE MONOPHOSPHATE_pos_1,Quantifiers,(No IS),,N/A,2.34,2.28E+03,N/A,2.49,0.15,TRUE,<2 points,N/A,349.1,,,TRUE
10336,LY-9,Unknown,THREONINE_pos_1,Quantifiers,(No IS),,N/A,1.78,3.44E+04,N/A,1.8,0.02,TRUE,<2 points,N/A,120.1,,,TRUE
10337,LY-9,Unknown,PURINE_pos_1,Quantifiers,(No IS),,N/A,4.5,5.19E+02,N/A,4.93,0.43,TRUE,<2 points,N/A,121,,,TRUE
10338,LY-9,Unknown,KYNURENINE_pos_2,Quantifiers,(No IS),,N/A,5.07,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,209.1,,,TRUE
10339,LY-9,Unknown,CYTIDINE_pos_1,Quantifiers,(No IS),,N/A,1.88,4.16E+03,N/A,1.79,0.09,TRUE,<2 points,N/A,244.1,,,TRUE
10340,LY-9,Unknown,SERINE_pos_2,Quantifiers,(No IS),,N/A,1.76,1.99E+05,N/A,1.78,0.02,TRUE,<2 points,N/A,106.1,,,TRUE
10341,LY-9,Unknown,CITRULLINE_pos_2,Quantifiers,(No IS),,N/A,1.79,5.86E+04,N/A,1.83,0.04,TRUE,<2 points,N/A,176.1,,,TRUE
10342,LY-9,Unknown,INOSINE_pos_1,Quantifiers,(No IS),,N/A,3.5,1.20E+03,N/A,3.51,0.01,TRUE,<2 points,N/A,269.1,,,TRUE
10343,LY-9,Unknown,GAMMA-AMINOBUTYRATE_pos_1,Quantifiers,(No IS),,N/A,1.78,1.32E+03,N/A,1.84,0.06,TRUE,<2 points,N/A,104.054,,,TRUE
10344,LY-9,Unknown,CYTOSINE_pos_1,Quantifiers,(No IS),,N/A,9.49,1.91E+03,N/A,9.46,0.03,TRUE,<2 points,N/A,112,,,TRUE
10345,LY-9,Unknown,ISOLEUCINE_pos_1,Quantifiers,(No IS),,N/A,2.29,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,132.1,,,TRUE
10346,LY-9,Unknown,GLUTAMATE_pos_1,Quantifiers,(No IS),,N/A,1.78,2.71E+05,N/A,1.81,0.03,TRUE,<2 points,N/A,148,,,TRUE
10347,LY-9,Unknown,N-ACETYLGLUCOSAMINE_pos_1,Quantifiers,(No IS),,N/A,13.67,2.39E+04,N/A,13.68,0.01,TRUE,<2 points,N/A,222.1,,,TRUE
10348,LY-9,Unknown,SARCOSINE_pos_1,Quantifiers,(No IS),,N/A,1.77,2.49E+04,N/A,1.8,0.03,TRUE,<2 points,N/A,90,,,TRUE
10349,LY-9,Unknown,L-DIHYDROOROTIC ACID_pos_1,Quantifiers,(No IS),,N/A,1.91,7.97E+03,N/A,1.78,0.13,TRUE,<2 points,N/A,159,,,TRUE
10350,LY-9,Unknown,GLYCINE_pos_2,Quantifiers,(No IS),,N/A,2,1.90E+05,N/A,2.03,0.03,TRUE,<2 points,N/A,76,,,TRUE
10351,LY-9,Unknown,METHIONINE_pos_1,Quantifiers,(No IS),,N/A,1.81,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,150,,,TRUE
10352,LY-9,Unknown,ADENINE_pos_1,Quantifiers,(No IS),,N/A,2.3,1.89E+04,N/A,2.33,0.03,TRUE,<2 points,N/A,136,,,TRUE
10353,LY-9,Unknown,METHYLTHIOADENOSINE_pos_1,Quantifiers,(No IS),,N/A,1.85,1.07E+04,N/A,1.93,0.08,TRUE,<2 points,N/A,298.1,,,TRUE
10354,LY-9,Unknown,THYMIDINE_pos_1,Quantifiers,(No IS),,N/A,14,1.39E+04,N/A,13.92,0.08,TRUE,<2 points,N/A,243,,,TRUE
10355,LY-9,Unknown,DIHYDROFOLATE_pos_2,Quantifiers,(No IS),,N/A,2.44,2.47E+03,N/A,2.37,0.07,TRUE,<2 points,N/A,444.188,,,TRUE
10356,LY-9,Unknown,CYSTINE_pos_2,Quantifiers,(No IS),,N/A,1.77,2.98E+03,N/A,1.79,0.02,TRUE,<2 points,N/A,241,,,TRUE
10357,LY-9,Unknown,ALANINE_pos_1,Quantifiers,(No IS),,N/A,1.76,3.11E+04,N/A,1.79,0.03,TRUE,<2 points,N/A,89.9,,,TRUE
10358,LY-9,Unknown,TRYPTOPHAN_pos_1,Quantifiers,(No IS),,N/A,8.97,5.29E+03,N/A,9.04,0.07,TRUE,<2 points,N/A,205,,,TRUE
10359,LY-9,Unknown,PROLINE_pos_1,Quantifiers,(No IS),,N/A,1.94,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,116.1,,,TRUE
10360,LY-9,Unknown,THYMINE_pos_1,Quantifiers,(No IS),,N/A,1.74,2.45E+04,N/A,1.69,0.05,TRUE,<2 points,N/A,127.1,,,TRUE
10361,LY-9,Unknown,URIDINE_pos_1,Quantifiers,(No IS),,N/A,1.74,1.39E+03,N/A,1.63,0.11,TRUE,<2 points,N/A,245,,,TRUE
10362,LY-9,Unknown,CARNOSINE_pos_1,Quantifiers,(No IS),,N/A,1.76,1.77E+04,N/A,1.71,0.05,TRUE,<2 points,N/A,227.1,,,TRUE
10363,LY-9,Unknown,NICOTINAMIDE_pos_1,Quantifiers,(No IS),,N/A,2.46,2.80E+04,N/A,2.65,0.19,TRUE,<2 points,N/A,123,,,TRUE
10364,LY-9,Unknown,PHENYLALANINE_pos_1,Quantifiers,(No IS),,N/A,4.4,2.40E+03,N/A,4.3,0.1,TRUE,<2 points,N/A,166.1,,,TRUE
10365,LY-9,Unknown,URACIL_pos_2,Quantifiers,(No IS),,N/A,1.8,3.37E+04,N/A,1.9,0.1,TRUE,<2 points,N/A,113,,,TRUE
10366,LY-9,Unknown,ASPARTATE_pos_3,Quantifiers,(No IS),,N/A,1.89,2.94E+04,N/A,1.8,0.09,TRUE,<2 points,N/A,134,,,TRUE
10367,LY-9,Unknown,DEOXYCYTIDINE MONOPHOSPHATE_pos_1,Quantifiers,(No IS),,N/A,13.97,1.04E+03,N/A,13.99,0.02,TRUE,<2 points,N/A,308,,,TRUE
10368,LY-9,Unknown,HYPOXANTHINE_pos_1,Quantifiers,(No IS),,N/A,2.59,5.72E+03,N/A,2.53,0.06,TRUE,<2 points,N/A,137,,,TRUE
10369,LY-9,Unknown,CREATINE_pos_1,Quantifiers,(No IS),,N/A,1.9,1.97E+05,N/A,1.97,0.07,TRUE,<2 points,N/A,132.1,,,TRUE
10370,LY-9,Unknown,GUANOSINE_pos_1,Quantifiers,(No IS),,N/A,4.15,4.33E+03,N/A,4.33,0.18,TRUE,<2 points,N/A,284,,,TRUE
10371,LY-9,Unknown,LYSINE_pos_4,Quantifiers,(No IS),,N/A,2.31,2.60E+04,N/A,2.36,0.05,TRUE,<2 points,N/A,147,,,TRUE
10372,LY-9,Unknown,TYROSINE_pos_1,Quantifiers,(No IS),,N/A,2.76,1.25E+04,N/A,2.79,0.03,TRUE,<2 points,N/A,182,,,TRUE
10373,LY-9,Unknown,ASPARAGINE_pos_2,Quantifiers,(No IS),,N/A,2.63,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,133.1,,,TRUE
10374,LY-9,Unknown,VALINE_pos_2,Quantifiers,(No IS),,N/A,1.99,2.67E+04,N/A,2.05,0.06,TRUE,<2 points,N/A,118.1,,,TRUE
10375,LY-9,Unknown,GUANINE_pos_3,Quantifiers,(No IS),,N/A,2.42,2.34E+05,N/A,2.52,0.1,TRUE,<2 points,N/A,152,,,TRUE
10376,LY-9,Unknown,HOMOSERINE_pos_1,Quantifiers,(No IS),,N/A,1.77,3.60E+04,N/A,1.8,0.03,TRUE,<2 points,N/A,120,,,TRUE
10377,LY-9,Unknown,PYRIDOXINE_pos_1,Quantifiers,(No IS),,N/A,2.6,1.88E+04,N/A,2.71,0.11,TRUE,<2 points,N/A,170,,,TRUE
10378,LY-9,Unknown,DEOXYADENOSINE MONOPHOSPHATE_pos_1,Quantifiers,(No IS),,N/A,1.85,4.29E+03,N/A,1.63,0.22,TRUE,<2 points,N/A,332.1,,,TRUE
10379,LY-9,Unknown,NICOTINAMIDE MONONUCLEOTIDE_pos_1,Quantifiers,(No IS),,N/A,14.6,1.16E+05,N/A,14.55,0.05,TRUE,<2 points,N/A,335.052,,,TRUE
10380,LY-9,Unknown,FOLATE_pos_1,Quantifiers,(No IS),,N/A,10.14,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,442.133,,,TRUE
10381,LY-9,Unknown,3-AMINOISOBUTANOIC ACID_pos_1,Quantifiers,(No IS),,N/A,2.64,2.18E+05,N/A,2.69,0.05,TRUE,<2 points,N/A,104.056,,,TRUE
10382,LY-9,Unknown,2-PHOSPHOGLYCERATE_pos_4,Quantifiers,(No IS),,N/A,2.27,8.83E+04,N/A,2.11,0.16,TRUE,<2 points,N/A,187.086,,,TRUE
10383,LY-9,Unknown,CREATININE_pos_5,Quantifiers,(No IS),,N/A,1.88,1.06E+06,N/A,1.95,0.07,TRUE,<2 points,N/A,114.1,,,TRUE
10384,LY-9,Unknown,AMINOADIPATE_pos_1,Quantifiers,(No IS),,N/A,1.83,8.66E+04,N/A,1.8,0.03,TRUE,<2 points,N/A,162,,,TRUE
10385,LY-9,Unknown,GLUCOSAMINE 6-PHOSPHATE_pos_4,Quantifiers,(No IS),,N/A,12.43,9.70E+02,N/A,12.47,0.04,TRUE,<2 points,N/A,260.031,,,TRUE
10386,LY-9,Unknown,HOMOCYSTEINE_pos_2,Quantifiers,(No IS),,N/A,4.04,3.02E+05,N/A,3.88,0.16,TRUE,<2 points,N/A,136.013,,,TRUE
10387,LY-9,Unknown,LEUCINE_pos_1,Quantifiers,(No IS),,N/A,2.66,2.48E+05,N/A,2.57,0.09,TRUE,<2 points,N/A,132.104,,,TRUE
10388,LY-9,Unknown,BETAINE_pos_2,Quantifiers,(No IS),,N/A,2.16,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,118.1,,,TRUE
10389,LY-9,Unknown,ALLANTOIN_pos_2,Quantifiers,(No IS),,N/A,1.95,2.04E+04,N/A,1.94,0.01,TRUE,<2 points,N/A,159.04,,,TRUE
10390,LY-9,Unknown,GLUCOSAMINE_pos_6,Quantifiers,(No IS),,N/A,9.13,6.64E+03,N/A,9.03,0.1,TRUE,<2 points,N/A,180.04,,,TRUE
10391,LY-9,Unknown,ADP_pos_1,Quantifiers,(No IS),,N/A,3.16,2.39E+03,N/A,3.07,0.09,TRUE,<2 points,N/A,428.018,,,TRUE
10392,LY-9,Unknown,1-METHYL-L-HISTIDINE_pos_4,Quantifiers,(No IS),,N/A,1.81,2.68E+05,N/A,1.8,0.01,TRUE,<2 points,N/A,170,,,TRUE
10393,LY-9,Unknown,4-PYRIDOXATE_pos_1,Quantifiers,(No IS),,N/A,4.37,2.10E+03,N/A,4.54,0.17,TRUE,<2 points,N/A,184.01,,,TRUE
10394,LY-9,Unknown,1-METHYLADENOSINE_pos_1,Quantifiers,(No IS),,N/A,2.67,1.17E+05,N/A,2.55,0.12,TRUE,<2 points,N/A,282,,,TRUE
10395,LY-9,Unknown,PYROGLUTAMIC ACID_pos_2,Quantifiers,(No IS),,N/A,9.58,2.45E+05,N/A,9.55,0.03,TRUE,<2 points,N/A,130.046,,,TRUE
10396,LY-9,Unknown,DOPAMINE_pos_4,Quantifiers,(No IS),,N/A,5.09,5.79E+03,N/A,5.12,0.03,TRUE,<2 points,N/A,154.1,,,TRUE
10397,LY-9,Unknown,PUTRESCINE_pos_1,Quantifiers,(No IS),,N/A,1.56,1.01E+05,N/A,1.62,0.06,TRUE,<2 points,N/A,89,,,TRUE
10398,LY-9,Unknown,CITICOLINE_pos_2,Quantifiers,(No IS),,N/A,2.46,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,489.079,,,TRUE
10399,LY-9,Unknown,PHOSPHOSERINE_pos_3,Quantifiers,(No IS),,N/A,9.88,4.53E+03,N/A,10.07,0.19,TRUE,<2 points,N/A,186.029,,,TRUE
