Watchlist Scanner

Results
Symbol,Description,Market Cap,Last,Net Chng,%Change,Volume,Bid,Ask,EPS,Free Cash Flow Per Share - Current (Annual),Vol Index
ABCL,ABCELLERA BIOLOGICS INC COM,"2,714 M",9.64,+.04,+0.42%,"4,503,570",9.66,9.72,.6305,$0.49,84.91%
NOK,NOKIA OYJ ADR SPONSORED,"31,283 M",5.54,-.11,-1.95%,"28,640,545",5.52,5.59,.3283,$0.49,48.95%
ALTO,ALTO INGREDIENTS INC COM,411 M,5.65,-.01,-0.18%,"1,375,103",5.51,5.65,-.23,$0.48,79.11%
SID,COMPANHIA SIDERURGICA NACIONAL ADR SPONSORED,"7,071 M",5.27,-.05,-0.94%,"4,395,033",5.00,6.10,2.018,$0.48,56.39%
APPS,DIGITAL TURBINE INC COM,"4,764 M",49.13,-1.25,-2.48%,"4,986,291",48.50,48.70,.46,$0.48,90.77%
TWOU,2U INC COM,684 M,9.03,-.345,-3.68%,"12,543,590",8.95,9.03,-2.61,$0.47,128.48%
CPRX,CATALYST PHARMACEUTICALS INC COM,819 M,7.94,+.53,+7.15%,"1,890,173",7.76,7.94,.39,$0.46,92.77%
COTY,COTY INC COM CL A,"7,817 M",9.32,-.32,-3.32%,"9,856,624",9.33,9.37,.06,$0.46,56.38%
AZEK,THE AZEK COMPANY INC COM CL A,"4,620 M",29.80,-1.43,-4.58%,"2,185,384",29.80,30.00,.63,$0.46,78.56%
KRG,KITE REALTY GROUP TRUST COM USD0.01,"4,744 M",21.66,0,0.00%,"1,789,393",18.50,21.97,.12,$0.46,33.42%
RDFN,REDFIN CORPORATION COM,"3,148 M",29.84,-.22,-0.73%,"1,371,972",29.50,30.29,-.72,$0.45,91.57%
EGHT,8X8 INC NEW COM,"1,709 M",14.44,-.25,-1.70%,"1,198,125",13.99,15.05,-1.58,$0.44,67.33%
SIRI,SIRIUS XM HOLDINGS INC COM,"24,556 M",6.22,-.11,-1.74%,"29,281,314",6.21,6.24,.32,$0.42,51.24%
MBT,MOBILE TELESYSTEMS PUB JT STK ADR,"6,554 M",7.59,-.47,-5.83%,"3,925,322",7.90,8.00,1.011,$0.42,47.58%
ROL,ROLLINS INC COM,"15,121 M",30.73,-.20,-0.65%,"2,242,149",23.05,38.41,.71,$0.41,40.63%
INFY,INFOSYS LTD ADR SPONSORED,"93,338 M",22.27,-.67,-2.92%,"7,761,481",22.20,24.00,.68,$0.41,37.05%
APA,APA CORPORATION COM,"12,402 M",34.14,+.68,+2.03%,"12,781,106",34.40,34.44,1.56,$0.39,68.86%
DDOG,DATADOG INC COM CL A,"52,232 M",167.40,-7.20,-4.12%,"6,462,550",166.00,168.55,-.07,$0.39,69.93%
DOCS,DOXIMITY INC COM CL A,"10,782 M",56.36,-3.96,-6.56%,"3,770,852",55.97,59.00,.7096,$0.38,73.33%
MNTV,MOMENTIVE GLOBAL INC COM,"2,411 M",16.03,-.19,-1.17%,"10,760,646",16.06,16.16,-.68,$0.36,88.68%
REI,RING ENERGY INC COM,302 M,3.03,+.21,+7.45%,"2,998,628",3.04,3.08,-2.32,$0.36,101.54%
ZNGA,ZYNGA INC COM CL A,"10,356 M",9.16,-.01,-0.11%,"22,552,625",9.15,9.17,-.09,$0.36,47.21%
WTRH,WAITR HOLDINGS INC COM,73 M,.5053,-.0121,-2.34%,"2,435,288",.5020,.5099,.04,$0.32,172.06%
FIGS,FIGS INC COM CL A,"3,168 M",19.38,-1.36,-6.56%,"1,257,468",19.30,21.99,-.0613,$0.32,92.64%
NYCB,NEW YORK COMMUNITY BANCORP INC COM,"5,394 M",11.60,+.10,+0.87%,"7,210,510",11.46,11.75,1.2,$0.31,29.87%
SGFY,SIGNIFY HEALTH INC COM CL A,"2,325 M",13.64,-.18,-1.30%,"1,555,192",12.53,13.71,-.1027,$0.31,92.71%
MRVI,MARAVAI LIFESCIENCES HLDGS INC COM CL A,"3,749 M",28.52,-.32,-1.11%,"1,358,653",27.18,30.02,.9962,$0.30,88.44%
SHLS,SHOALS TECHNOLOGIES GRP INC COM CL A,"1,459 M",14.00,-1.62,-10.37%,"1,829,154",13.95,14.35,.0809,$0.30,91.49%
FLMN,FALCON MINERALS CORP COM CL A,269 M,5.81,+.24,+4.31%,"1,210,164",5.81,5.86,.02,$0.30,101.97%
HMY,HARMONY GOLD MINING CO ADR SPONSORED,"2,339 M",3.83,+.19,+5.22%,"8,099,972",3.50,3.87,.5743,$0.30,72.23%
PAYA,PAYA HOLDINGS INC COM CL A,854 M,6.47,+.10,+1.57%,"1,456,327",5.64,7.40,-.0541,$0.29,65.71%
GRWG,GROWGENERATION CORP COM,553 M,9.24,-.27,-2.84%,"6,117,114",9.27,9.40,.3,$0.28,111.52%
SNAP,SNAP INC COM CL A,"64,143 M",39.49,-1.13,-2.78%,"42,826,896",39.43,39.58,-.31,$0.27,75.60%
SITC,SITE CENTERS CORP COM USD0.10,"3,221 M",15.25,+.20,+1.33%,"4,297,031",14.40,17.17,.51,$0.27,49.94%
PGRE,PARAMOUNT GROUP INC COM USD0.01,"1,964 M",8.97,-.07,-0.77%,"4,437,730",7.92,10.40,-.17,$0.27,46.50%
MIC,MACQUARIE INFRASTR HOLD LLC COM UNITS USD0.001,323 M,3.66,0,0.00%,"2,016,880",3.63,3.70,30.38,$0.26,149.09%
GRUB,JUST EAT TAKEAWAY.COM N.V ADR SPONSORED,"8,951 M",8.42,-.85,-9.17%,"3,257,286",8.43,8.50,-.8901,$0.26,106.56%
CDE,COEUR MINING INC COM,"1,300 M",5.06,+.26,+5.42%,"6,400,976",5.07,5.10,-.03,$0.26,79.00%
ETRN,EQUITRANS MIDSTREAM CORP COM,"3,330 M",7.70,+.51,+7.09%,"8,123,307",7.55,8.40,.63,$0.25,85.46%
PCAR,PACCAR INC COM,"32,233 M",92.81,-.18,-0.19%,"1,326,777",89.87,97.60,5.32,$0.24,27.94%
PUMP,PROPETRO HOLDING CORP COM,"1,297 M",12.55,+.79,+6.72%,"1,208,697",12.17,12.99,-.77,$0.24,70.80%
ABB,ABB LTD ADR SPONSORED,"66,920 M",34.32,-.87,-2.47%,"2,702,699",34.07,36.00,2.25,$0.24,30.17%
FVRR,FIVERR INTERNATIONAL LTD COM,"2,961 M",81.03,-4.80,-5.59%,"1,195,987",80.40,81.50,-1.52,$0.23,115.69%
GORO,GOLD RESOURCE CORPORATION COM,149 M,1.69,+.14,+9.03%,"2,625,465",1.54,1.70,.13,$0.22,140.40%
TIGR,UP FINTECH HOLDING LIMITED ADR,693 M,4.58,+.18,+4.09%,"2,860,084",4.58,4.62,.225,$0.21,161.99%
VRNS,VARONIS SYSTEMS INC COM,"4,382 M",40.76,-.03,-0.07%,"1,391,734",35.10,41.07,-1.11,$0.21,55.22%
CLVT,CLARIVATE PLC COM,"11,028 M",16.06,-.42,-2.55%,"8,202,769",15.10,17.55,.49,$0.21,77.72%
SOS,SOS LIMITED ADR,163 M,.6700,-.0303,-4.33%,"3,707,370",.6800,.6840,1.39,$0.20,241.07%
OLPX,OLAPLEX HLDGS INC COM,"13,150 M",20.29,-.78,-3.70%,"1,263,902",20.50,22.00,.2758,$0.20,94.50%
ATI,ALLEGHENY TECHNOLOGIES INC COM,"3,053 M",23.99,+.42,+1.78%,"2,120,837",20.15,24.95,-.3,$0.20,56.97%
SYY,SYSCO CORP COM,"41,900 M",82.57,-.37,-0.45%,"2,677,497",80.27,82.71,1.52,$0.19,34.15%
UGP,ULTRAPAR PARTICIPACOES SA ADR SPONSORED,"3,003 M",2.76,0,0.00%,"1,759,497",2.70,3.09,.1512,$0.18,120.36%
FROG,JFROG LTD COM,"2,405 M",24.95,-1.91,-7.11%,"1,408,746",24.50,25.00,-.68,$0.18,75.65%
AVLR,AVALARA INC COM,"8,808 M",101.34,-10.92,-9.73%,"2,754,044",96.00,103.70,-1.18,$0.17,72.10%
OPK,OPKO HEALTH INC COM,"2,112 M",3.10,-.09,-2.82%,"2,607,498",3.08,3.13,.1227,$0.16,89.86%
ASX,ASE TECHNOLOGY HOLDING CO LTD ADR SPONSORED,"15,545 M",7.27,-.29,-3.84%,"7,329,720",6.66,7.78,1.04,$0.16,37.32%
TRVG,TRIVAGO N V ADR,936 M,2.61,+.09,+3.57%,"2,481,827",2.57,2.61,.034,$0.13,68.10%
IS,IRONSOURCE LTD COM,"6,843 M",6.74,-.18,-2.60%,"3,846,657",6.20,20.00,<empty>,$0.13,113.78%
MPLX,MPLX LP COM UNIT REPSTG LTD PARTNER,"34,339 M",33.67,+.82,+2.50%,"3,719,122",32.50,33.70,2.86,$0.12,27.58%
PACB,PACIFIC BIOSCIENCE COM,"2,480 M",11.24,-.07,-0.62%,"4,116,281",11.00,11.90,-.1,$0.12,113.02%
AES,AES CORP COM,"14,368 M",21.55,-.80,-3.58%,"8,335,633",21.59,21.73,.8,$0.12,40.93%
CC,THE CHEMOURS COMPANY LLC COM,"4,889 M",30.00,-5.47,-15.42%,"7,468,428",30.05,30.53,2.32,$0.12,45.64%
UPWK,UPWORK INC COM,"3,281 M",25.59,-2.62,-9.29%,"5,171,323",25.60,26.00,-.26,$0.12,78.65%
MSB,MESABI TRUST COM,291 M,22.18,-8.43,-27.54%,"1,323,099",22.20,22.38,4.673,$0.11,115.68%
HL,HECLA MINING CO COM,"2,917 M",5.42,+.29,+5.65%,"8,831,292",5.30,5.42,.037,$0.11,78.52%
ONON,ON HLDG AG NAMEN COM,"8,497 M",27.45,-1.92,-6.54%,"3,060,894",27.55,29.90,.0491,$0.10,85.37%
ORC,ORCHID ISLAND CAPITAL INC COM USD0.01,692 M,3.91,0,0.00%,"3,547,960",3.91,3.92,.06,$0.10,27.07%
BROS,DUTCH BROS INC COM CL A,"2,583 M",51.79,-4.26,-7.60%,"2,517,948",51.80,51.90,-.2701,$0.10,96.50%
FLR,FLUOR CORP COM,"3,002 M",21.23,-.46,-2.12%,"1,433,140",21.25,22.49,-2.41,$0.10,69.97%
PAA,PLAINS ALL AMER PIPELINE LP/PA UNIT REP LIM PART INT NPV,"7,687 M",10.81,+.25,+2.37%,"9,511,626",10.76,10.81,.55,$0.09,38.07%
GGB,GERDAU SA ADR SPONSORED,"9,091 M",5.33,-.17,-3.09%,"19,657,609",5.30,5.40,1.409,$0.09,57.17%
PLAN,ANAPLAN INC COM,"6,849 M",46.38,+.24,+0.52%,"2,136,950",22.50,46.69,-1.28,$0.09,84.58%
PLTR,PALANTIR TECH INC COM CL A,"26,323 M",13.13,-.43,-3.17%,"41,831,569",13.05,13.09,.04,$0.08,96.89%
CENX,CENTURY ALUMINUM COM,"1,680 M",18.64,+.39,+2.14%,"2,082,482",18.64,18.99,-2.92,$0.08,82.63%
RLX,RLX TECHNOLOGY INC ADR,"4,670 M",3.47,-.02,-0.57%,"6,062,325",3.37,3.69,.1486,$0.08,81.66%
PATH,UIPATH INC COM CL A,"19,623 M",37.36,+.49,+1.33%,"6,691,061",36.50,38.35,-1.26,$0.07,80.13%
BNTX,BIONTECH SE ADR,"41,458 M",170.95,+3.41,+2.04%,"1,439,808",168.90,170.50,35.85,$0.06,79.60%
ETWO,E2OPEN PARENT HOLDINGS INC COM CL A,"2,800 M",9.29,-.13,-1.38%,"2,126,619",9.03,9.99,-1.256,$0.05,47.45%
GPS,GAP INC COM,"5,952 M",15.94,-1.33,-7.70%,"15,844,334",15.87,15.93,1.34,$0.05,81.62%
WETF,WISDOMTREE INVESTMENTS INC COM,824 M,5.68,-.03,-0.53%,"1,330,696",5.50,5.70,.31,$0.05,47.26%
EQR,EQUITY RESIDENTIAL SBI USD0.01,"32,394 M",86.38,-.59,-0.68%,"2,174,428",85.97,107.97,3.54,$0.04,30.82%
BTBT,BIT DIGITAL INC COM,313 M,4.49,-.22,-4.67%,"6,345,024",4.50,4.54,.4,$0.04,145.41%
ESRT,EMPIRE ST RLTY TR INC COM USD0.01 CL 'A',"1,579 M",9.10,+.01,+0.11%,"2,370,154",8.60,19.00,-.05,$0.02,36.62%
YMM,FULL TRUCK ALLIANCE CO LTD ADR,"9,382 M",8.64,-.58,-6.29%,"3,283,542",7.77,9.14,-.8179,$0.02,199.98%
PD,PAGERDUTY INC COM,"2,893 M",33.65,-.12,-0.36%,"1,306,785",32.00,48.00,-1.22,$0.02,83.87%
GSAT,GLOBALSTAR INC COM,"1,730 M",.9650,-.0166,-1.69%,"6,670,633",.9588,.9700,-.07,$0.01,95.60%
RES,RPC INC COM,"1,700 M",7.88,+.56,+7.65%,"1,399,840",7.45,7.80,.03,$0.01,77.14%
FRSH,FRESHWORKS INC COM,"4,844 M",18.41,-4.05,-18.03%,"4,638,173",18.65,18.72,-21.73,$0.00,100.61%
MAC,MACERICH CO COM,"3,467 M",16.14,-.38,-2.30%,"3,456,547",15.85,16.33,-1.14,($0.01),55.47%
AZN,ASTRAZENECA ADR SPONSORED,"179,857 M",58.04,-.56,-0.96%,"9,038,203",57.65,58.49,.04,($0.02),30.36%
HNST,HONEST CO INC(THE) COM,532 M,5.84,-.18,-2.99%,"1,335,807",5.77,5.87,-.1953,($0.02),116.31%
MQ,MARQETA INC COM,"5,947 M",11.01,-.02,-0.18%,"9,623,782",11.15,11.25,-.2755,($0.03),122.65%
PETZ,TDH HOLDINGS INC COM,49 M,.4670,-.0244,-4.97%,"8,929,900",.4735,.4746,-.03,($0.03),++
NET,CLOUDFLARE INC COM CL A,"33,953 M",104.92,-11.04,-9.52%,"11,871,276",104.25,109.00,-.7,($0.04),87.48%
GNUS,GENIUS BRANDS INTL INC COM,276 M,.9103,-.0579,-5.98%,"3,966,611",.9200,.9299,.5,($0.05),169.39%
ZH,ZHIHU INC ADR,"2,246 M",4.00,-.12,-2.91%,"3,903,650",3.82,9.50,-.1831,($0.06),40.35%
LWLG,LIGHTWAVE LOGIC INC COM,723 M,6.64,-.92,-12.17%,"1,335,243",6.55,6.65,-.11,($0.06),150.94%
KIM,KIMCO REALTY CORP COM USD0.01,"14,769 M",23.95,-.19,-0.79%,"7,907,650",17.96,26.27,1.6,($0.06),37.86%
UEC,URANIUM ENERGY CORP COM,839 M,3.02,-.07,-2.27%,"8,560,920",3.04,3.10,-.05,($0.06),95.94%
CRK,COMSTOCK RESOURCES INC COM,"1,770 M",7.60,+.24,+3.26%,"3,592,500",6.92,7.80,-2.28,($0.07),79.99%
AM,ANTERO MIDSTREAM CORPORATION COM,"4,880 M",10.22,+.25,+2.51%,"2,607,173",10.00,11.50,.69,($0.07),37.14%
GEO,GEO GROUP INC (THE) COM USD0.01 NEW,799 M,6.52,-.11,-1.66%,"1,693,966",6.52,9.00,1.04,($0.08),65.83%
MNKD,MANNKIND CORPORATION COM,"1,020 M",4.06,-.02,-0.49%,"2,028,279",4.03,4.11,-.33,($0.09),86.26%
MVIS,MICROVISION INC WASHINGTON COM,591 M,3.60,-.29,-7.46%,"5,415,041",3.65,3.68,-.22,($0.09),130.26%
LI,LI AUTO INC ADR,"29,065 M",28.14,-1.23,-4.19%,"7,177,509",28.15,28.40,-.1382,($0.10),80.41%
TUYA,TUYA INC ADR,"3,392 M",6.06,-.45,-6.91%,"1,447,718",6.10,9.00,-.259,($0.10),130.87%
CHWY,CHEWY INC COM CL A,"21,777 M",52.10,-.32,-0.61%,"3,761,887",51.75,52.15,.03,($0.10),77.27%
FTCI,FTC SOLAR INC COM,316 M,3.72,-.26,-6.53%,"1,204,445",3.72,3.90,-1.088,($0.10),90.10%
UAVS,AGEAGLE AERIAL SYSTEMS INC COM,78 M,1.01,-.07,-6.48%,"1,882,956",1.01,1.02,-.19,($0.10),195.30%
AIG,AMER INTL GRP INC COM,"50,432 M",60.74,-1.48,-2.38%,"7,241,149",45.56,61.06,6.37,($0.11),42.73%
AR,ANTERO RESOURCES CORPORATION COM,"6,329 M",20.16,+.65,+3.33%,"7,688,664",19.94,20.15,-3.31,($0.11),76.73%
MTTR,MATTERPORT INC COM CL A,"2,049 M",7.87,-.66,-7.74%,"13,418,078",7.85,7.86,-.0579,($0.11),147.79%
BZ,KANZHUN LTD ADR,"13,455 M",32.90,-1.48,-4.30%,"1,455,954",32.40,32.90,-.7888,($0.11),77.17%
TLRY,TILRAY BRANDS INC COM,"3,322 M",7.12,+.12,+1.71%,"31,709,627",7.22,7.23,-.79,($0.12),114.80%
VMEO,VIMEO INC COM,"2,151 M",12.95,+1.71,+15.21%,"8,663,928",12.50,12.89,-.33,($0.12),86.60%
IBIO,IBIO INC COM,81 M,.3727,-.0173,-4.44%,"3,310,022",.3800,.3890,-.11,($0.12),225.39%
CCO,CLEAR CHANNEL OUTDOOR HLDGS IN COM,"1,582 M",3.36,-.03,-0.88%,"2,692,441",3.27,3.75,-1.12,($0.12),79.10%
OCGN,OCUGEN INC COM,757 M,3.80,-.07,-1.81%,"6,325,417",3.84,3.86,-.21,($0.12),215.94%
BARK,BARK INC COM,601 M,3.46,-.60,-14.78%,"4,340,955",3.18,3.58,<empty>,($0.12),119.29%
UAL,UNITED AIRLINES HOLDINGS COM,"15,209 M",46.97,-2.27,-4.61%,"15,711,571",46.85,46.99,-6.1,($0.12),60.39%
RIGL,RIGEL PHARMACEUTICALS INC COM,446 M,2.61,+.04,+1.56%,"1,921,115",2.62,2.70,-.09,($0.14),167.51%
VTGN,VISTAGEN THERAPEUTICS INC COM,310 M,1.50,-.04,-2.60%,"1,665,115",1.49,1.51,-.48,($0.14),149.92%
IDEX,IDEANOMICS INC COM,508 M,1.0200,-.04,-3.77%,"7,352,428",1.0200,1.0300,-.36,($0.14),126.18%
ASTR,ASTRA SPACE INC COM CL A,858 M,3.32,-.59,-15.09%,"22,093,077",3.27,3.31,<empty>,($0.15),236.63%
EBON,EBANG INTERNATIONAL HLDGS INC COM,245 M,1.32,-.25,-15.92%,"5,989,677",1.30,1.34,-.21,($0.15),167.30%
AMPL,AMPLITUDE INC COM CL A,"4,738 M",43.51,+.60,+1.40%,"1,393,158",42.00,43.44,-.577,($0.15),93.13%
AGL,AGILON HEALTH INC COM,"8,468 M",21.51,-.06,-0.28%,"1,364,278",19.75,30.00,-.9551,($0.16),89.92%
MARK,REMARK HOLDINGS INC COM,94 M,.8895,-.0524,-5.56%,"1,464,440",.8800,.8993,.59,($0.16),174.11%
CAN,CANAAN INC ADR,833 M,4.88,-.30,-5.79%,"2,382,825",4.80,4.88,-.1691,($0.17),161.70%
GCI,GANNETT CO INC COM,853 M,5.99,-.06,-0.99%,"2,593,065",5.75,7.15,-1.76,($0.17),73.25%
SNDL,SUNDIAL GROWERS INC COM,"1,366 M",.6629,+.1037,+18.54%,"246,995,920",.6374,.6395,.243,($0.17),227.08%
IRT,INDEPENDENCE REALTY TRUST INC COM USD0.01,"5,313 M",24.05,+.11,+0.46%,"3,523,398",18.04,24.03,.29,($0.18),38.33%
ACVA,ACV AUCTIONS INC COM CL A,"1,635 M",10.51,-.95,-8.29%,"1,693,338",10.20,10.57,-.4128,($0.19),79.38%
DASH,DOORDASH INC COM CL A,"32,595 M",95.01,-2.80,-2.86%,"3,382,308",93.50,100.00,-1.825,($0.19),106.91%
NMTR,9 METERS BIOPHARMA INC COM,178 M,.6951,+.0101,+1.47%,"2,127,118",.7054,.7200,-.04,($0.19),439.31%
GRAB,GRAB HOLDINGS LTD COM CL A,"22,035 M",5.89,-.46,-7.24%,"25,100,604",5.86,5.89,-.6895,($0.20),122.21%
TRVN,TREVENA INC COM,79 M,.4826,-.0056,-1.15%,"1,207,760",.4888,.5088,-.31,($0.20),<empty>
MDU,MDU RESOURCES GROUP INC COM,"5,537 M",27.23,+.07,+0.26%,"2,072,060",26.80,28.78,1.87,($0.20),34.57%
CTXR,CITIUS PHARMACEUTICALS INC COM,221 M,1.51,0,0.00%,"2,523,822",1.51,1.56,-.23,($0.20),154.03%
FSLY,FASTLY INC COM CL A,"3,309 M",28.16,-.46,-1.61%,"2,540,307",28.06,28.19,-1.86,($0.20),107.08%
SOFI,SOFI TECHNOLOGIES INC COM,"10,194 M",12.40,+.01,+0.08%,"76,947,111",12.58,12.60,-.681,($0.21),117.27%
RIOT,RIOT BLOCKCHAIN INC COM,"2,142 M",18.37,-.90,-4.67%,"10,814,832",18.46,18.55,.29,($0.21),128.98%
INFN,INFINERA CORP COM,"1,701 M",8.07,-.34,-4.04%,"2,443,110",7.95,8.50,-.71,($0.21),72.72%
MFA,MFA FINANCIAL INC COM,"1,914 M",4.34,-.04,-0.91%,"4,183,104",4.31,4.40,.65,($0.22),25.62%
CERS,CERUS CORP COM,908 M,5.27,-.16,-2.95%,"1,469,935",5.07,5.48,-.36,($0.24),62.44%
EPD,ENTERPRISE PRODS PARTNERS L P COM UNITS REP LIM PART INT,"53,855 M",24.68,+.60,+2.49%,"10,958,255",24.67,24.75,2.1,($0.24),23.98%
OUST,OUSTER INC COM,525 M,3.06,-.15,-4.67%,"3,627,075",3.06,3.08,<empty>,($0.24),78.92%
CFLT,CONFLUENT INC COM,"15,123 M",57.18,-16.01,-21.87%,"9,778,226",57.00,57.50,-1.82,($0.24),89.18%
TOST,TOAST INC COM CL A,"13,926 M",27.59,-.17,-0.61%,"2,187,255",19.10,40.00,-1.085,($0.25),122.49%
GERN,GERON CORP COM,328 M,1.02,-.01,-0.97%,"1,892,019",1.03,1.06,-.34,($0.25),82.27%
DHC,DIVERSIFIED HEALTHCARE TRUST SHS OF BENEFICIAL INTEREST,703 M,2.94,-.05,-1.67%,"1,829,049",2.90,2.95,-.87,($0.25),63.67%
BLND,BLEND LABS INC COM CL A,"2,269 M",9.87,-.03,-0.30%,"2,221,606",8.25,10.80,-.4971,($0.25),88.83%
LVO,LIVEONE INC COM,79 M,.9700,+.1689,+21.08%,"3,665,800",.9560,.9900,-.63,($0.25),++
TELL,TELLURIAN INC COM,"1,260 M",2.63,+.15,+6.05%,"12,241,236",2.65,2.66,-.19,($0.26),99.01%
ARMK,ARAMARK COM,"9,265 M",36.08,-1.13,-3.04%,"1,990,105",31.60,39.70,.13,($0.26),37.63%
SESN,SESEN BIO INC COM,138 M,.6931,-.0094,-1.34%,"1,249,265",.6900,.7000,-.17,($0.27),128.36%
DBRG,DIGITALBRIDGE GROUP INC COM USD0.01 CL A,"4,273 M",7.53,-.12,-1.57%,"2,858,358",5.65,7.83,-1.06,($0.27),54.84%
AI,C3.AI INC COM CL A,"2,626 M",25.00,-.79,-3.06%,"2,947,746",24.88,25.85,-1.288,($0.27),112.30%
NGL,NGL ENERGY PARTNERS LP COM UNIT REPSTG LTD PARTNER,285 M,2.19,+.27,+14.06%,"3,491,171",2.10,2.20,-6.54,($0.27),87.22%
NYMT,NEW YORK MORTGAGE TRUST INC COM,"1,362 M",3.59,0,0.00%,"2,488,702",3.55,3.62,.51,($0.28),<empty>
DOC,PHYSICIANS REALTY TRUST COM USD0.01,"3,824 M",17.36,+.17,+0.99%,"3,011,123",17.00,17.49,.35,($0.29),23.25%
VXRT,VAXART INC COM,614 M,4.89,-.14,-2.78%,"2,011,977",4.89,4.90,-.54,($0.31),74.48%
OPEN,OPENDOOR TECHNOLOGIES INC COM,"6,320 M",10.23,-.06,-0.58%,"10,069,845",10.24,10.40,-.9204,($0.32),115.77%
OHI,OMEGA HEALTHCARE INVESTORS COM STK USD0.10,"6,902 M",28.87,+.44,+1.55%,"5,154,278",28.00,29.04,1.75,($0.32),30.33%
REG,REGENCY CENTERS CORP COM USD0.01,"11,442 M",66.83,-3.67,-5.21%,"1,952,574",50.00,72.88,1.94,($0.33),29.89%
BNGO,BIONANO GENOMICS INC COM,633 M,2.19,-.15,-6.41%,"7,092,799",2.22,2.25,-.23,($0.33),154.41%
VUZI,VUZIX CORP COM,395 M,6.21,-.31,-4.75%,"1,335,485",6.19,6.29,-.48,($0.34),98.83%
DEI,DOUGLAS EMMETT INC COM STK USD0.01,"5,482 M",31.24,+.17,+0.55%,"1,651,098",27.75,36.14,.37,($0.34),++
VTR,VENTAS INC COM USD0.25,"20,254 M",50.74,-.56,-1.09%,"3,499,643",49.50,50.90,.54,($0.34),39.40%
PDD,PINDUODUO INC ADR,"75,197 M",60.00,-3.20,-5.06%,"5,648,432",60.00,60.09,-.0556,($0.35),96.41%
OCFT,ONECONNECT FIN TECH CO LTD ADR,659 M,1.69,-.10,-5.59%,"1,296,170",1.66,1.91,-.5377,($0.36),141.58%
SENS,SENSEONICS HOLDINGS INC COM,"1,079 M",2.42,-1.23,-33.70%,"106,372,933",2.40,2.41,-1.37,($0.36),150.24%
BBIG,VINCO VENTURES INC COM,439 M,3.23,-.15,-4.44%,"30,059,121",3.20,3.21,-18.83,($0.36),171.12%
VLDR,VELODYNE LIDAR INC COM,798 M,4.03,-.04,-0.98%,"7,945,554",3.97,4.00,-1.64,($0.38),206.90%
PGEN,PRECIGEN INC COM,444 M,2.15,-.04,-1.83%,"1,293,636",2.16,2.33,-.57,($0.38),133.45%
ABEO,ABEONA THERAPEUTICS INC COM,36 M,.2461,-.0203,-7.62%,"1,514,993",.2400,.2499,-.57,($0.41),<empty>
IMGN,IMMUNOGEN INC COM,"1,268 M",5.76,-.07,-1.20%,"2,376,275",5.19,5.78,-.32,($0.43),84.92%
LPTX,LEAP THERAPEUTICS INC COM,195 M,2.21,-.12,-5.15%,"2,182,417",2.18,2.37,-.44,($0.43),167.77%
GEVO,GEVO INC COM,702 M,3.48,-.13,-3.60%,"7,482,949",3.47,3.49,-.31,($0.46),112.58%
XSPA,XPRESSPA GROUP INC COM,134 M,1.27,-.03,-2.31%,"1,833,667",1.28,1.32,.1007,($0.46),99.12%
CDEV,CENTENNIAL RESOURCE DEVELOPMEN COM CL A,"2,366 M",8.33,+.43,+5.44%,"9,215,649",8.40,8.42,-.4,($0.48),82.72%
NIO,NIO INC ADR,"38,333 M",24.10,-1.25,-4.93%,"47,870,128",23.86,23.89,-.9858,($0.49),104.60%
LXU,LSB INDUSTRIES INC COM,"1,141 M",12.67,+1.48,+13.23%,"1,261,528",12.11,12.98,-7.805,($0.50),85.81%
MOS,MOSAIC CO COM,"17,361 M",46.87,+.95,+2.07%,"9,591,444",45.00,47.24,4.7,($0.50),64.49%
COMP,COMPASS INC COM CL A,"3,413 M",8.39,+.06,+0.72%,"1,497,325",8.15,9.25,-.8998,($0.50),89.84%
ASXC,ASENSUS SURGICAL INC COM,182 M,.7756,-.0698,-8.26%,"2,811,325",.7800,.7900,-.29,($0.51),138.36%
BILL,BILL COM HLDGS INC COM,"24,528 M",236.79,-15.27,-6.06%,"3,366,411",234.00,250.01,-2.38,($0.51),78.40%
CIM,CHIMERA INVESTMENT CORPORATION COM USD0.01,"3,151 M",13.30,-.01,-0.08%,"2,204,871",13.25,13.65,3.04,($0.52),32.35%
AIV,APARTMENT INVEST AND MGMT CO COM USD0.01 CL A (POST REV,"1,037 M",6.81,+.05,+0.74%,"3,028,842",6.53,7.39,-.1271,($0.54),41.40%
OSH,OAK STREET HEALTH INC COM,"4,638 M",19.25,+.68,+3.66%,"4,166,326",17.21,22.00,-1.62,($0.55),122.47%
TRIP,TRIPADVISOR INC COM,"3,953 M",28.61,-.73,-2.49%,"2,989,553",28.25,28.70,-1.4,($0.55),69.80%
TXMD,THERAPEUTICSMD INC COM,105 M,.2480,-.0114,-4.39%,"7,309,861",.2505,.2570,-.48,($0.57),<empty>
VRAY,VIEWRAY INC COM,787 M,4.44,-.03,-0.67%,"2,030,269",4.20,4.68,-.69,($0.59),146.26%
BIGC,BIGCOMMERCE HLDGS INC COM,"2,221 M",31.01,-.72,-2.27%,"2,383,288",30.65,31.20,-.76,($0.59),107.07%
ENVB,ENVERIC BIOSCI COM,11 M,.3366,-.3238,-49.03%,"18,695,290",.3440,.3472,-1.1,($0.61),579.30%
SVC,SERVICE PROPERTIES TRUST COM USD0.01 SH BEN INT,"1,407 M",8.52,-.48,-5.33%,"1,473,752",8.41,8.82,-2.93,($0.61),80.61%
